Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM BK RAYA,LETUNG,2025-04-09 16:00:00,2025-04-09 16:00:00,2025-04-09 18:00:00,0.0
KM CIREMAI,SURABAYA,2025-04-09 16:00:00,2025-04-09 16:00:00,2025-04-09 20:00:00,0.0
KM JETLINER,KENDARI,2025-04-09 16:00:00,2025-04-09 16:00:00,2025-04-09 18:00:00,0.0
KM TILONGKABILA,BIMA,2025-04-09 20:00:00,2025-04-09 20:00:00,2025-04-09 23:00:00,0.0
KM BINAIYA,AWERANGE,2025-04-09 20:00:00,2025-04-09 20:00:00,2025-04-09 22:00:00,0.0
KM PANGRANGO,BANDA,2025-04-09 20:00:00,2025-04-09 20:00:00,2025-04-09 22:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-04-09 21:00:00,2025-04-09 21:00:00,2025-04-09 23:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-04-09 22:00:00,2025-04-09 22:00:00,2025-04-10 02:00:00,0.0
KM BK RAYA,TAREMPA,2025-04-09 23:00:00,2025-04-09 23:00:00,2025-04-10 01:00:00,0.0
KM LAMBELU,NUNUKAN,2025-04-10 00:00:00,2025-04-10 00:00:00,2025-04-10 03:00:00,0.0
KM LABOBAR,KAIMANA,2025-04-10 00:00:00,2025-04-10 00:00:00,2025-04-10 05:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-04-10 02:00:00,2025-04-10 02:00:00,2025-04-10 05:00:00,0.0
KM BINAIYA,MAKASSAR,2025-04-10 04:00:00,2025-04-10 04:00:00,2025-04-10 09:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-04-10 04:00:00,2025-04-10 04:00:00,2025-04-10 06:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-04-10 06:00:00,2025-04-10 06:00:00,2025-04-10 08:00:00,0.0
KM EGON,PARE-PARE,2025-04-10 06:00:00,2025-04-10 06:00:00,2025-04-10 09:00:00,0.0
KM JETLINER,WANCI,2025-04-10 07:00:00,2025-04-10 07:00:00,2025-04-10 09:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-04-10 07:00:00,2025-04-10 09:00:00,2025-04-10 12:00:00,2.0
KM DOROLONDA,BITUNG,2025-04-10 09:00:00,2025-04-10 09:00:00,2025-04-10 13:00:00,0.0
KM LABOBAR,DOBO,2025-04-10 11:00:00,2025-04-10 11:00:00,2025-04-10 15:00:00,0.0
KM SINABUNG,MAKASSAR,2025-04-10 11:00:00,2025-04-10 12:00:00,2025-04-10 14:00:00,1.0
KM SANGIANG,NAMLEA,2025-04-10 11:00:00,2025-04-10 11:00:00,2025-04-10 16:00:00,0.0
KM PANGRANGO,AMBON,2025-04-10 12:00:00,2025-04-10 12:00:00,2025-04-11 17:00:00,0.0
KM PANGRANGO,AMBON,2025-04-10 12:00:00,2025-04-11 17:00:00,2025-04-11 17:00:00,0.0
KM BK RAYA,NATUNA,2025-04-10 13:00:00,2025-04-10 13:00:00,2025-04-10 16:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-04-10 14:00:00,2025-04-10 14:00:00,2025-04-10 18:00:00,0.0
KM GUNUNG DEMPO,MANOKWARI,2025-04-10 14:00:00,2025-04-10 14:00:00,2025-04-10 17:00:00,0.0
KM DOBONSOLO,BALIKPAPAN,2025-04-10 15:00:00,2025-04-10 15:00:00,2025-04-10 20:00:00,0.0
KM LAWIT,SAMPIT,2025-04-10 17:00:00,2025-04-10 17:00:00,2025-04-11 13:00:00,0.0
KM AWU,BENOA,2025-04-10 18:00:00,2025-04-10 18:00:00,2025-04-10 21:00:00,0.0
KM LEUSER,SEMARANG,2025-04-10 19:00:00,2025-04-10 19:00:00,2025-04-11 00:00:00,0.0
KM BK RAYA,MIDAI,2025-04-10 20:00:00,2025-04-10 20:00:00,2025-04-10 22:00:00,0.0
KM LABOBAR,TUAL,2025-04-10 20:00:00,2025-04-10 20:00:00,2025-04-11 03:00:00,0.0
KM JETLINER,KENDARI,2025-04-10 22:00:00,2025-04-10 22:00:00,2025-04-11 17:00:00,0.0
KM DOROLONDA,TERNATE,2025-04-10 22:00:00,2025-04-10 22:00:00,2025-04-11 00:00:00,0.0
KM WILIS,LABUAN BAJO,2025-04-10 22:00:00,2025-04-10 22:00:00,2025-04-11 00:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-10 23:00:00,2025-04-10 23:00:00,2025-04-11 02:00:00,0.0
KM LAMBELU,PANTOLOAN,2025-04-11 00:00:00,2025-04-11 00:00:00,2025-04-11 02:00:00,0.0
KM GUNUNG DEMPO,WASIOR,2025-04-11 00:00:00,2025-04-11 00:00:00,2025-04-11 01:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-04-11 02:00:00,2025-04-11 02:00:00,2025-04-11 03:00:00,0.0
KM CIREMAI,MAKASSAR,2025-04-11 03:00:00,2025-04-11 03:00:00,2025-04-11 06:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-04-11 03:00:00,2025-04-11 06:00:00,2025-04-11 10:00:00,3.0
KM SANGIANG,SANANA,2025-04-11 06:00:00,2025-04-11 06:00:00,2025-04-11 08:00:00,0.0
KM BK RAYA,SERASAN,2025-04-11 06:00:00,2025-04-11 06:00:00,2025-04-11 08:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-04-11 08:00:00,2025-04-11 08:00:00,2025-04-11 10:00:00,0.0
KM KELUD,BATAM,2025-04-11 08:00:00,2025-04-11 08:00:00,2025-04-11 11:00:00,0.0
KM BINAIYA,BATULICIN,2025-04-11 10:00:00,2025-04-11 10:00:00,2025-04-11 13:00:00,0.0
KM WILIS,BIMA,2025-04-11 10:00:00,2025-04-11 10:00:00,2025-04-11 12:00:00,0.0
KM LABOBAR,BANDA,2025-04-11 11:00:00,2025-04-11 11:00:00,2025-04-11 17:00:00,0.0
KM EGON,BONTANG,2025-04-11 11:00:00,2025-04-11 11:00:00,2025-04-11 15:00:00,0.0
KM TATAMAILAU,AGATS,2025-04-11 11:00:00,2025-04-11 11:00:00,2025-04-11 13:00:00,0.0
KM SIRIMAU,SAUMLAKI,2025-04-11 12:00:00,2025-04-11 12:00:00,2025-04-11 14:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-04-11 15:00:00,2025-04-11 15:00:00,2025-04-11 17:00:00,0.0
KM TIDAR,KIJANG,2025-04-11 16:00:00,2025-04-11 16:00:00,2025-04-11 16:00:00,0.0
KM TIDAR,KIJANG,2025-04-11 16:00:00,2025-04-11 16:00:00,2025-04-11 19:00:00,0.0
KM NGGAPULU,SURABAYA,2025-04-11 17:00:00,2025-04-11 17:00:00,2025-04-11 19:00:00,0.0
KM AWU,BIMA,2025-04-11 18:00:00,2025-04-11 18:00:00,2025-04-11 20:00:00,0.0
KM DOBONSOLO,MAKASSAR,2025-04-11 19:00:00,2025-04-11 19:00:00,2025-04-11 23:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-04-11 20:00:00,2025-04-11 20:00:00,2025-04-11 22:00:00,0.0
KM SINABUNG,SURABAYA,2025-04-11 21:00:00,2025-04-11 21:00:00,2025-04-12 06:00:00,0.0
KM LABOBAR,AMBON,2025-04-11 21:00:00,2025-04-11 21:00:00,2025-04-12 03:00:00,0.0
KM SINABUNG,SURABAYA,2025-04-11 21:00:00,2025-04-12 06:00:00,2025-04-12 06:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-04-11 21:00:00,2025-04-11 21:00:00,2025-04-12 21:00:00,0.0
KM DOROLONDA,AMBON,2025-04-11 21:00:00,2025-04-12 03:00:00,2025-04-12 07:00:00,6.0
KM KELIMUTU,TANJUNG PRIOK,2025-04-11 21:00:00,2025-04-12 21:00:00,2025-04-12 21:00:00,0.0
KM CIREMAI,BAU-BAU,2025-04-11 22:00:00,2025-04-11 22:00:00,2025-04-12 00:00:00,0.0
KM TATAMAILAU,TIMIKA,2025-04-12 00:00:00,2025-04-12 00:00:00,2025-04-12 02:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-04-12 03:00:00,2025-04-12 03:00:00,2025-04-12 05:00:00,0.0
KM LEUSER,KUMAI,2025-04-12 04:00:00,2025-04-12 04:00:00,2025-04-12 08:00:00,0.0
KM BK RAYA,PONTIANAK,2025-04-12 04:00:00,2025-04-12 04:00:00,2025-04-12 06:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-04-12 04:00:00,2025-04-12 04:00:00,2025-04-12 06:00:00,0.0
KM SANGIANG,BACAN,2025-04-12 05:00:00,2025-04-12 05:00:00,2025-04-12 07:00:00,0.0
KM JETLINER,WANCI,2025-04-12 06:00:00,2025-04-12 06:00:00,2025-04-12 08:00:00,0.0
KM PANGRANGO,BANDA,2025-04-12 07:00:00,2025-04-12 07:00:00,2025-04-13 16:00:00,0.0
KM LAMBELU,PARE-PARE,2025-04-12 09:00:00,2025-04-12 09:00:00,2025-04-12 12:00:00,0.0
KM KELUD,BELAWAN,2025-04-12 09:00:00,2025-04-12 09:00:00,2025-04-12 09:00:00,0.0
KM KELUD,BELAWAN,2025-04-12 09:00:00,2025-04-12 09:00:00,2025-04-12 17:00:00,0.0
KM GUNUNG DEMPO,JAYAPURA,2025-04-12 09:00:00,2025-04-12 09:00:00,2025-04-12 14:00:00,0.0
KM AWU,WAINGAPU,2025-04-12 10:00:00,2025-04-12 10:00:00,2025-04-12 12:00:00,0.0
KM SIRIMAU,TUAL,2025-04-12 11:00:00,2025-04-12 11:00:00,2025-04-12 15:00:00,0.0
KM WILIS,MAKASSAR,2025-04-12 12:00:00,2025-04-12 12:00:00,2025-04-12 17:00:00,0.0
KM TILONGKABILA,BIMA,2025-04-12 12:00:00,2025-04-12 12:00:00,2025-04-12 14:00:00,0.0
KM BK SIGUNTANG,KUPANG,2025-04-12 13:00:00,2025-04-12 13:00:00,2025-04-12 18:00:00,0.0
KM DOBONSOLO,BAU-BAU,2025-04-12 16:00:00,2025-04-12 16:00:00,2025-04-12 19:00:00,0.0
KM EGON,PARE-PARE,2025-04-12 16:00:00,2025-04-12 16:00:00,2025-04-12 18:00:00,0.0
KM LAMBELU,MAKASSAR,2025-04-12 17:00:00,2025-04-12 17:00:00,2025-04-12 20:00:00,0.0
KM TATAMAILAU,DOBO,2025-04-12 19:00:00,2025-04-12 19:00:00,2025-04-12 21:00:00,0.0
KM SANGIANG,TERNATE,2025-04-12 19:00:00,2025-04-12 19:00:00,2025-04-12 21:00:00,0.0
KM JETLINER,KENDARI,2025-04-12 21:00:00,2025-04-12 21:00:00,2025-04-13 07:00:00,0.0
KM BINAIYA,SURABAYA,2025-04-12 21:00:00,2025-04-12 21:00:00,2025-04-13 00:00:00,0.0
KM AWU,ENDE,2025-04-12 21:00:00,2025-04-12 21:00:00,2025-04-12 23:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-04-12 21:00:00,2025-04-12 21:00:00,2025-04-13 07:00:00,0.0
KM JETLINER,KENDARI,2025-04-12 21:00:00,2025-04-13 07:00:00,2025-04-13 07:00:00,0.0
KM LAWIT,SEMARANG,2025-04-12 21:00:00,2025-04-12 21:00:00,2025-04-13 00:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-04-12 21:00:00,2025-04-13 07:00:00,2025-04-13 07:00:00,0.0
KM DOROLONDA,SORONG,2025-04-12 22:00:00,2025-04-12 22:00:00,2025-04-13 01:00:00,0.0
KM LABOBAR,BAU-BAU,2025-04-13 00:00:00,2025-04-13 00:00:00,2025-04-13 03:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-04-13 01:00:00,2025-04-13 01:00:00,2025-04-13 03:00:00,0.0
KM CIREMAI,NAMLEA,2025-04-13 02:00:00,2025-04-13 02:00:00,2025-04-13 04:00:00,0.0
KM SIRIMAU,DOBO,2025-04-13 04:00:00,2025-04-13 04:00:00,2025-04-13 06:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-04-13 07:00:00,2025-04-13 07:00:00,2025-04-13 13:00:00,0.0
KM TATAMAILAU,TUAL,2025-04-13 07:00:00,2025-04-13 07:00:00,2025-04-13 10:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-04-13 09:00:00,2025-04-13 09:00:00,2025-04-13 11:00:00,0.0
KM CIREMAI,AMBON,2025-04-13 10:00:00,2025-04-13 10:00:00,2025-04-13 13:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-04-13 10:00:00,2025-04-13 10:00:00,2025-04-13 12:00:00,0.0
KM LEUSER,SURABAYA,2025-04-13 11:00:00,2025-04-13 11:00:00,2025-04-13 15:00:00,0.0
KM LAMBELU,BAU-BAU,2025-04-13 11:00:00,2025-04-13 11:00:00,2025-04-13 13:00:00,0.0
KM AWU,KUPANG,2025-04-13 12:00:00,2025-04-13 12:00:00,2025-04-13 16:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-04-13 14:00:00,2025-04-13 14:00:00,2025-04-13 16:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-04-13 14:00:00,2025-04-13 14:00:00,2025-04-13 16:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-04-13 15:00:00,2025-04-13 15:00:00,2025-04-13 17:00:00,0.0
KM KELUD,BATAM,2025-04-13 15:00:00,2025-04-13 15:00:00,2025-04-13 19:00:00,0.0
KM SANGIANG,BITUNG,2025-04-13 17:00:00,2025-04-13 17:00:00,2025-04-14 16:00:00,0.0
KM SANGIANG,BITUNG,2025-04-13 17:00:00,2025-04-14 16:00:00,2025-04-14 16:00:00,0.0
KM EGON,BATULICIN,2025-04-13 17:00:00,2025-04-13 17:00:00,2025-04-13 20:00:00,0.0
KM SINABUNG,BALIKPAPAN,2025-04-13 17:00:00,2025-04-13 17:00:00,2025-04-13 20:00:00,0.0
KM LABOBAR,MAKASSAR,2025-04-13 17:00:00,2025-04-13 17:00:00,2025-04-13 22:00:00,0.0
KM WILIS,BIMA,2025-04-13 17:00:00,2025-04-13 17:00:00,2025-04-13 19:00:00,0.0
KM TILONGKABILA,BENOA,2025-04-13 18:00:00,2025-04-13 18:00:00,2025-04-13 18:00:00,0.0
KM TILONGKABILA,BENOA,2025-04-13 18:00:00,2025-04-13 18:00:00,2025-04-14 06:00:00,0.0
KM JETLINER,WANCI,2025-04-13 20:00:00,2025-04-13 20:00:00,2025-04-13 22:00:00,0.0
KM GUNUNG DEMPO,WASIOR,2025-04-13 23:00:00,2025-04-13 23:00:00,2025-04-14 00:00:00,0.0
KM DOBONSOLO,AMBON,2025-04-14 00:00:00,2025-04-14 00:00:00,2025-04-14 04:00:00,0.0
KM DOROLONDA,NABIRE,2025-04-14 02:00:00,2025-04-14 02:00:00,2025-04-14 04:00:00,0.0
KM LAWIT,KUMAI,2025-04-14 02:00:00,2025-04-14 02:00:00,2025-04-14 05:00:00,0.0
KM LAMBELU,MAUMERE,2025-04-14 02:00:00,2025-04-14 02:00:00,2025-04-14 04:00:00,0.0
KM SIRIMAU,TIMIKA,2025-04-14 03:00:00,2025-04-14 03:00:00,2025-04-14 05:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-14 05:00:00,2025-04-14 05:00:00,2025-04-14 11:00:00,0.0
KM BK RAYA,SURABAYA,2025-04-14 05:00:00,2025-04-14 05:00:00,2025-04-14 11:00:00,0.0
KM AWU,KALABAHI,2025-04-14 05:00:00,2025-04-14 05:00:00,2025-04-14 07:00:00,0.0
KM PANGRANGO,AMBON,2025-04-14 06:00:00,2025-04-14 06:00:00,2025-04-14 20:00:00,0.0
KM WILIS,WAIKELO,2025-04-14 06:00:00,2025-04-14 06:00:00,2025-04-14 07:00:00,0.0
KM GUNUNG DEMPO,MANOKWARI,2025-04-14 08:00:00,2025-04-14 08:00:00,2025-04-14 10:00:00,0.0
KM NGGAPULU,SURABAYA,2025-04-14 08:00:00,2025-04-14 11:00:00,2025-04-14 15:00:00,3.0
KM BINAIYA,BATULICIN,2025-04-14 08:00:00,2025-04-14 08:00:00,2025-04-14 11:00:00,0.0
KM LAMBELU,LARANTUKA,2025-04-14 09:00:00,2025-04-14 09:00:00,2025-04-14 11:00:00,0.0
KM DOROLONDA,SERUI,2025-04-14 10:00:00,2025-04-14 10:00:00,2025-04-14 12:00:00,0.0
KM JETLINER,KENDARI,2025-04-14 11:00:00,2025-04-14 11:00:00,2025-04-14 17:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-04-14 12:00:00,2025-04-14 12:00:00,2025-04-14 14:00:00,0.0
KM CIREMAI,SORONG,2025-04-14 13:00:00,2025-04-14 13:00:00,2025-04-14 17:00:00,0.0
KM TATAMAILAU,AMBON,2025-04-14 15:00:00,2025-04-14 20:00:00,2025-04-14 23:00:00,5.0
KM WILIS,WAINGAPU,2025-04-14 16:00:00,2025-04-14 16:00:00,2025-04-14 20:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-04-14 16:00:00,2025-04-14 16:00:00,2025-04-14 20:00:00,0.0
KM KELUD,BELAWAN,2025-04-14 17:00:00,2025-04-14 17:00:00,2025-04-15 13:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-04-14 17:00:00,2025-04-14 17:00:00,2025-04-14 20:00:00,0.0
KM SINABUNG,MAKASSAR,2025-04-14 17:00:00,2025-04-14 17:00:00,2025-04-14 21:00:00,0.0
KM SIRIMAU,AGATS,2025-04-14 17:00:00,2025-04-14 17:00:00,2025-04-14 19:00:00,0.0
KM TIDAR,SURABAYA,2025-04-14 18:00:00,2025-04-14 18:00:00,2025-04-14 21:00:00,0.0
KM LEUSER,KUMAI,2025-04-14 19:00:00,2025-04-14 19:00:00,2025-04-14 22:00:00,0.0
KM AWU,KUPANG,2025-04-14 20:00:00,2025-04-14 20:00:00,2025-04-15 00:00:00,0.0
KM EGON,SURABAYA,2025-04-14 22:00:00,2025-04-14 22:00:00,2025-04-15 02:00:00,0.0
KM LAMBELU,BAU-BAU,2025-04-14 23:00:00,2025-04-14 23:00:00,2025-04-15 01:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-04-14 23:00:00,2025-04-14 23:00:00,2025-04-15 02:00:00,0.0
KM LABOBAR,SURABAYA,2025-04-15 00:00:00,2025-04-15 02:00:00,2025-04-15 05:00:00,2.0
KM DOBONSOLO,SORONG,2025-04-15 04:00:00,2025-04-15 04:00:00,2025-04-15 08:00:00,0.0
KM JETLINER,WANCI,2025-04-15 06:00:00,2025-04-15 06:00:00,2025-04-15 08:00:00,0.0
KM PANGRANGO,NAMROLE,2025-04-15 06:00:00,2025-04-15 06:00:00,2025-04-15 08:00:00,0.0
KM LAWIT,SEMARANG,2025-04-15 07:00:00,2025-04-15 07:00:00,2025-04-15 22:00:00,0.0
KM WILIS,ENDE,2025-04-15 07:00:00,2025-04-15 07:00:00,2025-04-15 09:00:00,0.0
KM DOROLONDA,JAYAPURA,2025-04-15 07:00:00,2025-04-15 07:00:00,2025-04-15 13:00:00,0.0
KM CIREMAI,MANOKWARI,2025-04-15 08:00:00,2025-04-15 08:00:00,2025-04-15 10:00:00,0.0
KM TILONGKABILA,BIMA,2025-04-15 08:00:00,2025-04-15 08:00:00,2025-04-15 11:00:00,0.0
KM BINAIYA,MAKASSAR,2025-04-15 12:00:00,2025-04-15 12:00:00,2025-04-15 15:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-04-15 12:00:00,2025-04-15 12:00:00,2025-04-15 14:00:00,0.0
KM AWU,ENDE,2025-04-15 13:00:00,2025-04-15 13:00:00,2025-04-15 15:00:00,0.0
KM SANGIANG,TERNATE,2025-04-15 13:00:00,2025-04-15 13:00:00,2025-04-15 16:00:00,0.0
KM SINABUNG,BAU-BAU,2025-04-15 13:00:00,2025-04-15 13:00:00,2025-04-15 15:00:00,0.0
KM LAMBELU,MAKASSAR,2025-04-15 16:00:00,2025-04-15 16:00:00,2025-04-15 20:00:00,0.0
KM PANGRANGO,AMBON,2025-04-15 18:00:00,2025-04-15 18:00:00,2025-04-16 00:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-04-15 18:00:00,2025-04-15 20:00:00,2025-04-15 23:00:00,2.0
KM TILONGKABILA,LABUAN BAJO,2025-04-15 18:00:00,2025-04-15 18:00:00,2025-04-15 20:00:00,0.0
KM CIREMAI,BIAK,2025-04-15 19:00:00,2025-04-15 19:00:00,2025-04-15 21:00:00,0.0
KM JETLINER,KENDARI,2025-04-15 21:00:00,2025-04-15 21:00:00,2025-04-15 23:00:00,0.0
KM TATAMAILAU,TERNATE,2025-04-15 22:00:00,2025-04-15 22:00:00,2025-04-15 23:00:00,0.0
KM DOBONSOLO,MANOKWARI,2025-04-16 00:00:00,2025-04-16 00:00:00,2025-04-16 03:00:00,0.0
KM AWU,WAINGAPU,2025-04-16 00:00:00,2025-04-16 00:00:00,2025-04-16 03:00:00,0.0
KM WILIS,KUPANG,2025-04-16 01:00:00,2025-04-16 01:00:00,2025-04-16 09:00:00,0.0
KM LAMBELU,PARE-PARE,2025-04-16 01:00:00,2025-04-16 01:00:00,2025-04-16 06:00:00,0.0
KM LEUSER,SURABAYA,2025-04-16 01:00:00,2025-04-16 01:00:00,2025-04-16 05:00:00,0.0
KM EGON,LEMBAR,2025-04-16 01:00:00,2025-04-16 01:00:00,2025-04-16 04:00:00,0.0
KM TIDAR,MAKASSAR,2025-04-16 04:00:00,2025-04-16 04:00:00,2025-04-16 07:00:00,0.0
KM LABOBAR,TANJUNG PRIOK,2025-04-16 04:00:00,2025-04-16 04:00:00,2025-04-16 04:00:00,0.0
KM SANGIANG,BACAN,2025-04-16 05:00:00,2025-04-16 05:00:00,2025-04-16 07:00:00,0.0
KM LAWIT,KARIMUN JAWA,2025-04-16 05:00:00,2025-04-16 05:00:00,2025-04-17 10:00:00,0.0
KM JETLINER,RAHA,2025-04-16 07:00:00,2025-04-16 07:00:00,2025-04-16 08:00:00,0.0
KM DOROLONDA,SERUI,2025-04-16 08:00:00,2025-04-16 08:00:00,2025-04-16 10:00:00,0.0
KM SINABUNG,BANGGAI,2025-04-16 10:00:00,2025-04-16 10:00:00,2025-04-16 11:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-04-16 11:00:00,2025-04-16 11:00:00,2025-04-16 11:00:00,0.0
KM KELUD,BATAM,2025-04-16 11:00:00,2025-04-16 11:00:00,2025-04-16 15:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-04-16 11:00:00,2025-04-16 11:00:00,2025-04-16 15:00:00,0.0
KM TATAMAILAU,BITUNG,2025-04-16 12:00:00,2025-04-16 12:00:00,2025-04-17 02:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-04-16 12:00:00,2025-04-16 12:00:00,2025-04-16 15:00:00,0.0
KM TATAMAILAU,BITUNG,2025-04-16 12:00:00,2025-04-17 02:00:00,2025-04-17 02:00:00,0.0
KM DOBONSOLO,NABIRE,2025-04-16 14:00:00,2025-04-16 14:00:00,2025-04-16 16:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-04-16 14:00:00,2025-04-16 14:00:00,2025-04-16 18:00:00,0.0
KM PANGRANGO,BANDA,2025-04-16 14:00:00,2025-04-16 14:00:00,2025-04-16 16:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-04-16 14:00:00,2025-04-16 14:00:00,2025-04-16 18:00:00,0.0
KM KELIMUTU,SEMARANG,2025-04-16 16:00:00,2025-04-16 16:00:00,2025-04-16 22:00:00,0.0
KM DOROLONDA,NABIRE,2025-04-16 16:00:00,2025-04-16 16:00:00,2025-04-16 18:00:00,0.0
