Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM DOBONSOLO,MAKASSAR,2025-04-24 01:00:00,2025-04-24 01:00:00,2025-04-24 04:00:00,0.0
KM DOROLONDA,MAKASSAR,2025-04-24 01:00:00,2025-04-24 04:00:00,2025-04-24 08:00:00,3.0
KM AWU,BIMA,2025-04-24 02:00:00,2025-04-24 02:00:00,2025-04-24 04:00:00,0.0
KM LABOBAR,FAK-FAK,2025-04-24 06:00:00,2025-04-24 06:00:00,2025-04-24 10:00:00,0.0
KM SIRIMAU,KALABAHI,2025-04-24 06:00:00,2025-04-24 06:00:00,2025-04-24 08:00:00,0.0
KM TATAMAILAU,AGATS,2025-04-24 07:00:00,2025-04-24 07:00:00,2025-04-24 09:00:00,0.0
KM JETLINER,WANCI,2025-04-24 07:00:00,2025-04-24 07:00:00,2025-04-24 09:00:00,0.0
KM SINABUNG,TERNATE,2025-04-24 08:00:00,2025-04-24 08:00:00,2025-04-24 10:00:00,0.0
KM TILONGKABILA,LUWUK,2025-04-24 10:00:00,2025-04-24 10:00:00,2025-04-24 12:00:00,0.0
KM NGGAPULU,JAILOLO,2025-04-24 10:00:00,2025-04-24 10:00:00,2025-04-24 12:00:00,0.0
KM KELUD,BATAM,2025-04-24 11:00:00,2025-04-24 11:00:00,2025-04-24 17:00:00,0.0
KM SANGIANG,NAMLEA,2025-04-24 11:00:00,2025-04-24 11:00:00,2025-04-24 16:00:00,0.0
KM PANGRANGO,AMBON,2025-04-24 12:00:00,2025-04-24 12:00:00,2025-04-24 12:00:00,0.0
KM CIREMAI,TANJUNG PRIOK,2025-04-24 13:00:00,2025-04-24 13:00:00,2025-04-24 13:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-04-24 14:00:00,2025-04-24 14:00:00,2025-04-24 17:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-04-24 14:00:00,2025-04-24 14:00:00,2025-04-24 18:00:00,0.0
KM NGGAPULU,TERNATE,2025-04-24 14:00:00,2025-04-24 14:00:00,2025-04-24 16:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-04-24 17:00:00,2025-04-24 17:00:00,2025-04-24 19:00:00,0.0
KM AWU,WAINGAPU,2025-04-24 18:00:00,2025-04-24 18:00:00,2025-04-24 21:00:00,0.0
KM LEUSER,SURABAYA,2025-04-24 19:00:00,2025-04-24 19:00:00,2025-04-24 23:00:00,0.0
KM DOROLONDA,BAU-BAU,2025-04-24 20:00:00,2025-04-24 20:00:00,2025-04-24 23:00:00,0.0
KM SINABUNG,BITUNG,2025-04-24 20:00:00,2025-04-24 20:00:00,2025-04-24 23:00:00,0.0
KM JETLINER,KENDARI,2025-04-24 22:00:00,2025-04-24 22:00:00,2025-04-25 17:00:00,0.0
KM SIRIMAU,KUPANG,2025-04-24 23:00:00,2025-04-24 23:00:00,2025-04-25 06:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-24 23:00:00,2025-04-24 23:00:00,2025-04-25 02:00:00,0.0
KM LABOBAR,SORONG,2025-04-24 23:00:00,2025-04-24 23:00:00,2025-04-25 06:00:00,0.0
KM BINAIYA,BIMA,2025-04-25 00:00:00,2025-04-25 00:00:00,2025-04-25 03:00:00,0.0
KM WILIS,MAKASSAR,2025-04-25 00:00:00,2025-04-25 02:00:00,2025-04-25 10:00:00,2.0
KM GUNUNG DEMPO,MANOKWARI,2025-04-25 05:00:00,2025-04-25 05:00:00,2025-04-25 07:00:00,0.0
KM AWU,ENDE,2025-04-25 06:00:00,2025-04-25 06:00:00,2025-04-25 08:00:00,0.0
KM SANGIANG,SANANA,2025-04-25 06:00:00,2025-04-25 06:00:00,2025-04-25 08:00:00,0.0
KM TILONGKABILA,KENDARI,2025-04-25 06:00:00,2025-04-25 17:00:00,2025-04-25 21:00:00,11.0
KM TIDAR,KIJANG,2025-04-25 09:00:00,2025-04-25 09:00:00,2025-04-25 09:00:00,0.0
KM LAMBELU,PARE-PARE,2025-04-25 11:00:00,2025-04-25 11:00:00,2025-04-25 13:00:00,0.0
KM DOBONSOLO,SURABAYA,2025-04-25 12:00:00,2025-04-25 12:00:00,2025-04-25 14:00:00,0.0
KM NGGAPULU,AMBON,2025-04-25 13:00:00,2025-04-25 13:00:00,2025-04-25 16:00:00,0.0
KM GUNUNG DEMPO,WASIOR,2025-04-25 14:00:00,2025-04-25 14:00:00,2025-04-25 15:00:00,0.0
KM LABOBAR,MANOKWARI,2025-04-25 15:00:00,2025-04-25 15:00:00,2025-04-25 18:00:00,0.0
KM KELUD,BELAWAN,2025-04-25 15:00:00,2025-04-25 15:00:00,2025-04-26 10:00:00,0.0
KM SINABUNG,BANGGAI,2025-04-25 15:00:00,2025-04-25 15:00:00,2025-04-25 17:00:00,0.0
KM LAWIT,SAMPIT,2025-04-25 16:00:00,2025-04-25 16:00:00,2025-04-26 12:00:00,0.0
KM TILONGKABILA,RAHA,2025-04-25 17:00:00,2025-04-25 21:00:00,2025-04-25 23:00:00,0.0
KM BINAIYA,WAINGAPU,2025-04-25 17:00:00,2025-04-25 17:00:00,2025-04-25 19:00:00,0.0
KM LAMBELU,MAKASSAR,2025-04-25 18:00:00,2025-04-25 18:00:00,2025-04-25 22:00:00,0.0
KM SIRIMAU,LEWOLEBA,2025-04-25 19:00:00,2025-04-25 19:00:00,2025-04-25 21:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-04-25 20:00:00,2025-04-25 20:00:00,2025-04-25 22:00:00,0.0
KM AWU,KUPANG,2025-04-25 21:00:00,2025-04-25 21:00:00,2025-04-26 00:00:00,0.0
KM NGGAPULU,NAMLEA,2025-04-25 22:00:00,2025-04-25 22:00:00,2025-04-26 00:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-04-25 22:00:00,2025-04-25 22:00:00,2025-04-26 00:00:00,0.0
KM DOROLONDA,NAMLEA,2025-04-25 23:00:00,2025-04-26 00:00:00,2025-04-26 02:00:00,1.0
KM TILONGKABILA,BAU-BAU,2025-04-26 00:00:00,2025-04-26 00:00:00,2025-04-26 04:00:00,0.0
KM LEUSER,KUMAI,2025-04-26 03:00:00,2025-04-26 03:00:00,2025-04-26 06:00:00,0.0
KM TATAMAILAU,MERAUKE,2025-04-26 03:00:00,2025-04-26 03:00:00,2025-04-26 14:00:00,0.0
KM BK RAYA,PONTIANAK,2025-04-26 03:00:00,2025-04-26 03:00:00,2025-04-26 05:00:00,0.0
KM BINAIYA,ENDE,2025-04-26 04:00:00,2025-04-26 04:00:00,2025-04-26 06:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-04-26 04:00:00,2025-04-26 04:00:00,2025-04-26 06:00:00,0.0
KM SANGIANG,BACAN,2025-04-26 05:00:00,2025-04-26 05:00:00,2025-04-26 07:00:00,0.0
KM LABOBAR,NABIRE,2025-04-26 05:00:00,2025-04-26 05:00:00,2025-04-26 08:00:00,0.0
KM DOROLONDA,AMBON,2025-04-26 06:00:00,2025-04-26 06:00:00,2025-04-26 09:00:00,0.0
KM JETLINER,WANCI,2025-04-26 06:00:00,2025-04-26 06:00:00,2025-04-26 08:00:00,0.0
KM WILIS,LABUAN BAJO,2025-04-26 08:00:00,2025-04-26 08:00:00,2025-04-26 09:00:00,0.0
KM SIRIMAU,MAUMERE,2025-04-26 10:00:00,2025-04-26 10:00:00,2025-04-26 12:00:00,0.0
KM SINABUNG,BAU-BAU,2025-04-26 10:00:00,2025-04-26 10:00:00,2025-04-26 12:00:00,0.0
KM AWU,KALABAHI,2025-04-26 13:00:00,2025-04-26 13:00:00,2025-04-26 15:00:00,0.0
KM BK SIGUNTANG,KUPANG,2025-04-26 13:00:00,2025-04-26 13:00:00,2025-04-26 18:00:00,0.0
KM LABOBAR,WASIOR,2025-04-26 15:00:00,2025-04-26 15:00:00,2025-04-26 17:00:00,0.0
KM WILIS,BIMA,2025-04-26 18:00:00,2025-04-26 18:00:00,2025-04-26 19:00:00,0.0
KM DOBONSOLO,TANJUNG PRIOK,2025-04-26 19:00:00,2025-04-26 19:00:00,2025-04-26 19:00:00,0.0
KM BINAIYA,KUPANG,2025-04-26 19:00:00,2025-04-26 19:00:00,2025-04-26 23:00:00,0.0
KM SANGIANG,TERNATE,2025-04-26 19:00:00,2025-04-26 19:00:00,2025-04-26 21:00:00,0.0
KM BK RAYA,SERASAN,2025-04-26 20:00:00,2025-04-26 20:00:00,2025-04-26 21:00:00,0.0
KM GUNUNG DEMPO,JAYAPURA,2025-04-26 21:00:00,2025-04-26 21:00:00,2025-04-27 03:00:00,0.0
KM JETLINER,KENDARI,2025-04-26 21:00:00,2025-04-26 21:00:00,2025-04-26 21:00:00,0.0
KM JETLINER,KENDARI,2025-04-26 21:00:00,2025-04-26 21:00:00,2025-04-27 05:00:00,0.0
KM BK SIGUNTANG,LEWOLEBA,2025-04-27 01:00:00,2025-04-27 01:00:00,2025-04-27 03:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-04-27 01:00:00,2025-04-27 01:00:00,2025-04-27 03:00:00,0.0
KM LABOBAR,MANOKWARI,2025-04-27 01:00:00,2025-04-27 01:00:00,2025-04-27 04:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-04-27 02:00:00,2025-04-27 02:00:00,2025-04-27 09:00:00,0.0
KM AWU,KUPANG,2025-04-27 04:00:00,2025-04-27 04:00:00,2025-04-27 07:00:00,0.0
KM BK RAYA,MIDAI,2025-04-27 05:00:00,2025-04-27 05:00:00,2025-04-27 06:00:00,0.0
KM SINABUNG,MAKASSAR,2025-04-27 05:00:00,2025-04-27 09:00:00,2025-04-27 11:00:00,4.0
KM DOROLONDA,SORONG,2025-04-27 05:00:00,2025-04-27 05:00:00,2025-04-27 08:00:00,0.0
KM WILIS,WAIKELO,2025-04-27 06:00:00,2025-04-27 06:00:00,2025-04-27 07:00:00,0.0
KM KELUD,BATAM,2025-04-27 08:00:00,2025-04-27 08:00:00,2025-04-27 11:00:00,0.0
KM SIRIMAU,BAU-BAU,2025-04-27 08:00:00,2025-04-27 08:00:00,2025-04-27 11:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-04-27 09:00:00,2025-04-27 09:00:00,2025-04-27 11:00:00,0.0
KM LEUSER,SURABAYA,2025-04-27 09:00:00,2025-04-27 09:00:00,2025-04-27 09:00:00,0.0
KM BK RAYA,NATUNA,2025-04-27 10:00:00,2025-04-27 10:00:00,2025-04-27 12:00:00,0.0
KM BINAIYA,ENDE,2025-04-27 12:00:00,2025-04-27 12:00:00,2025-04-27 14:00:00,0.0
KM WILIS,WAINGAPU,2025-04-27 16:00:00,2025-04-27 16:00:00,2025-04-27 20:00:00,0.0
KM LAWIT,SURABAYA,2025-04-27 16:00:00,2025-04-27 16:00:00,2025-04-27 16:00:00,0.0
KM SANGIANG,BITUNG,2025-04-27 17:00:00,2025-04-27 17:00:00,2025-04-27 17:00:00,0.0
KM LABOBAR,SORONG,2025-04-27 17:00:00,2025-04-27 17:00:00,2025-04-27 21:00:00,0.0
KM JETLINER,WANCI,2025-04-27 18:00:00,2025-04-27 18:00:00,2025-04-27 20:00:00,0.0
KM LAMBELU,TANJUNG PRIOK,2025-04-27 18:00:00,2025-04-27 18:00:00,2025-04-27 18:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-04-27 19:00:00,2025-04-27 19:00:00,2025-04-27 22:00:00,0.0
KM AWU,ENDE,2025-04-27 20:00:00,2025-04-27 20:00:00,2025-04-27 22:00:00,0.0
KM SIRIMAU,WANCI,2025-04-27 20:00:00,2025-04-27 20:00:00,2025-04-27 22:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-04-27 21:00:00,2025-04-27 21:00:00,2025-04-27 23:00:00,0.0
KM BK RAYA,TAREMPA,2025-04-27 22:00:00,2025-04-27 22:00:00,2025-04-28 00:00:00,0.0
KM BINAIYA,WAINGAPU,2025-04-27 23:00:00,2025-04-27 23:00:00,2025-04-28 01:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-04-28 02:00:00,2025-04-28 02:00:00,2025-04-28 04:00:00,0.0
KM TATAMAILAU,AGATS,2025-04-28 03:00:00,2025-04-28 03:00:00,2025-04-28 05:00:00,0.0
KM BK RAYA,LETUNG,2025-04-28 05:00:00,2025-04-28 05:00:00,2025-04-28 06:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-04-28 05:00:00,2025-04-28 05:00:00,2025-04-28 11:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-04-28 06:00:00,2025-04-28 06:00:00,2025-04-28 10:00:00,0.0
KM AWU,WAINGAPU,2025-04-28 07:00:00,2025-04-28 07:00:00,2025-04-28 10:00:00,0.0
KM WILIS,ENDE,2025-04-28 07:00:00,2025-04-28 07:00:00,2025-04-28 09:00:00,0.0
KM JETLINER,KENDARI,2025-04-28 09:00:00,2025-04-28 09:00:00,2025-04-28 17:00:00,0.0
KM KELUD,BELAWAN,2025-04-28 09:00:00,2025-04-28 09:00:00,2025-04-28 18:00:00,0.0
KM DOROLONDA,NABIRE,2025-04-28 10:00:00,2025-04-28 10:00:00,2025-04-28 12:00:00,0.0
KM GUNUNG DEMPO,WASIOR,2025-04-28 11:00:00,2025-04-28 11:00:00,2025-04-28 12:00:00,0.0
KM LABOBAR,FAK-FAK,2025-04-28 11:00:00,2025-04-28 11:00:00,2025-04-28 15:00:00,0.0
KM BINAIYA,BIMA,2025-04-28 15:00:00,2025-04-28 15:00:00,2025-04-28 16:00:00,0.0
KM SINABUNG,SURABAYA,2025-04-28 15:00:00,2025-04-28 15:00:00,2025-04-28 15:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-04-28 16:00:00,2025-04-28 16:00:00,2025-04-28 20:00:00,0.0
KM TATAMAILAU,TIMIKA,2025-04-28 16:00:00,2025-04-28 16:00:00,2025-04-28 20:00:00,0.0
KM TILONGKABILA,BIMA,2025-04-28 17:00:00,2025-04-28 17:00:00,2025-04-28 20:00:00,0.0
KM BK RAYA,KIJANG,2025-04-28 18:00:00,2025-04-28 18:00:00,2025-04-28 21:00:00,0.0
KM DOROLONDA,WAREN,2025-04-28 18:00:00,2025-04-28 18:00:00,2025-04-28 20:00:00,0.0
KM GUNUNG DEMPO,MANOKWARI,2025-04-28 19:00:00,2025-04-28 19:00:00,2025-04-28 21:00:00,0.0
KM DOROLONDA,SERUI,2025-04-28 22:00:00,2025-04-28 22:00:00,2025-04-29 00:00:00,0.0
KM AWU,BIMA,2025-04-29 00:00:00,2025-04-29 00:00:00,2025-04-29 02:00:00,0.0
KM WILIS,KUPANG,2025-04-29 01:00:00,2025-04-29 01:00:00,2025-04-29 09:00:00,0.0
KM LABOBAR,KAIMANA,2025-04-29 02:00:00,2025-04-29 02:00:00,2025-04-29 05:00:00,0.0
KM SIRIMAU,AMBON,2025-04-29 04:00:00,2025-04-29 04:00:00,2025-04-29 07:00:00,0.0
KM NGGAPULU,SURABAYA,2025-04-29 05:00:00,2025-04-29 05:00:00,2025-04-29 08:00:00,0.0
KM JETLINER,WANCI,2025-04-29 06:00:00,2025-04-29 06:00:00,2025-04-29 08:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-04-29 10:00:00,2025-04-29 10:00:00,2025-04-29 13:00:00,0.0
KM BK RAYA,BLINYU,2025-04-29 11:00:00,2025-04-29 11:00:00,2025-04-29 12:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-04-29 12:00:00,2025-04-29 12:00:00,2025-04-29 14:00:00,0.0
KM LABOBAR,DOBO,2025-04-29 14:00:00,2025-04-29 14:00:00,2025-04-29 17:00:00,0.0
KM BINAIYA,BENOA,2025-04-29 15:00:00,2025-04-29 15:00:00,2025-04-29 15:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-04-29 16:00:00,2025-04-29 16:00:00,2025-04-29 18:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-04-29 16:00:00,2025-04-29 16:00:00,2025-04-29 19:00:00,0.0
KM DOROLONDA,JAYAPURA,2025-04-29 18:00:00,2025-04-29 18:00:00,2025-04-30 00:00:00,0.0
KM TATAMAILAU,TUAL,2025-04-29 19:00:00,2025-04-29 19:00:00,2025-04-29 21:00:00,0.0
KM JETLINER,KENDARI,2025-04-29 21:00:00,2025-04-29 21:00:00,2025-04-29 23:00:00,0.0
KM KELUD,BATAM,2025-04-29 21:00:00,2025-04-29 21:00:00,2025-04-30 00:00:00,0.0
KM AWU,BENOA,2025-04-29 23:00:00,2025-04-29 23:00:00,2025-04-30 02:00:00,0.0
KM LABOBAR,TUAL,2025-04-30 00:00:00,2025-04-30 00:00:00,2025-04-30 04:00:00,0.0
KM TILONGKABILA,BENOA,2025-04-30 02:00:00,2025-04-30 02:00:00,2025-04-30 02:00:00,0.0
KM WILIS,KALABAHI,2025-04-30 02:00:00,2025-04-30 02:00:00,2025-04-30 14:00:00,0.0
KM GUNUNG DEMPO,FAK-FAK,2025-04-30 03:00:00,2025-04-30 03:00:00,2025-04-30 06:00:00,0.0
KM JETLINER,RAHA,2025-04-30 07:00:00,2025-04-30 07:00:00,2025-04-30 08:00:00,0.0
KM NGGAPULU,TANJUNG PRIOK,2025-04-30 10:00:00,2025-04-30 10:00:00,2025-04-30 10:00:00,0.0
KM TATAMAILAU,KAIMANA,2025-04-30 10:00:00,2025-04-30 10:00:00,2025-04-30 11:00:00,0.0
KM BK RAYA,TANJUNG PRIOK,2025-04-30 14:00:00,2025-04-30 14:00:00,2025-04-30 14:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-04-30 14:00:00,2025-04-30 14:00:00,2025-04-30 18:00:00,0.0
KM LABOBAR,BANDA,2025-04-30 16:00:00,2025-04-30 16:00:00,2025-04-30 18:00:00,0.0
KM SIRIMAU,SORONG,2025-04-30 16:00:00,2025-04-30 16:00:00,2025-04-30 16:00:00,0.0
KM GUNUNG DEMPO,KAIMANA,2025-04-30 16:00:00,2025-04-30 16:00:00,2025-04-30 18:00:00,0.0
KM JETLINER,KENDARI,2025-04-30 16:00:00,2025-04-30 16:00:00,2025-04-30 18:00:00,0.0
KM DOROLONDA,SERUI,2025-04-30 19:00:00,2025-04-30 19:00:00,2025-04-30 21:00:00,0.0
KM DOROLONDA,WAREN,2025-04-30 23:00:00,2025-04-30 23:00:00,2025-05-01 01:00:00,0.0
KM BK SIGUNTANG,NUNUKAN,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-01 02:00:00,0.0
KM TATAMAILAU,FAK-FAK,2025-05-01 01:00:00,2025-05-01 01:00:00,2025-05-01 02:00:00,0.0
KM LABOBAR,AMBON,2025-05-01 02:00:00,2025-05-01 02:00:00,2025-05-01 06:00:00,0.0
KM GUNUNG DEMPO,DOBO,2025-05-01 02:00:00,2025-05-01 02:00:00,2025-05-01 04:00:00,0.0
KM AWU,SURABAYA,2025-05-01 06:00:00,2025-05-01 06:00:00,2025-05-01 09:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-05-01 06:00:00,2025-05-01 06:00:00,2025-05-01 06:00:00,0.0
KM WILIS,KUPANG,2025-05-01 06:00:00,2025-05-01 06:00:00,2025-05-01 14:00:00,0.0
KM DOROLONDA,NABIRE,2025-05-01 07:00:00,2025-05-01 07:00:00,2025-05-01 09:00:00,0.0
KM JETLINER,WANCI,2025-05-01 07:00:00,2025-05-01 07:00:00,2025-05-01 09:00:00,0.0
KM GUNUNG DEMPO,TUAL,2025-05-01 11:00:00,2025-05-01 11:00:00,2025-05-01 15:00:00,0.0
KM DOROLONDA,MANOKWARI,2025-05-01 19:00:00,2025-05-01 19:00:00,2025-05-01 21:00:00,0.0
KM TATAMAILAU,SORONG,2025-05-01 22:00:00,2025-05-01 22:00:00,2025-05-02 00:00:00,0.0
KM JETLINER,KENDARI,2025-05-01 22:00:00,2025-05-01 22:00:00,2025-05-02 17:00:00,0.0
KM GUNUNG DEMPO,BANDA,2025-05-02 03:00:00,2025-05-02 03:00:00,2025-05-02 05:00:00,0.0
KM LABOBAR,BAU-BAU,2025-05-02 05:00:00,2025-05-02 05:00:00,2025-05-02 13:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-05-02 05:00:00,2025-05-02 05:00:00,2025-05-02 07:00:00,0.0
KM WILIS,ENDE,2025-05-02 06:00:00,2025-05-02 06:00:00,2025-05-02 08:00:00,0.0
KM DOROLONDA,SORONG,2025-05-02 09:00:00,2025-05-02 09:00:00,2025-05-02 11:00:00,0.0
KM GUNUNG DEMPO,AMBON,2025-05-02 12:00:00,2025-05-02 12:00:00,2025-05-02 15:00:00,0.0
KM AWU,KUMAI,2025-05-02 13:00:00,2025-05-02 13:00:00,2025-05-02 13:00:00,0.0
KM WILIS,WAINGAPU,2025-05-02 19:00:00,2025-05-02 19:00:00,2025-05-02 21:00:00,0.0
KM GUNUNG DEMPO,NAMLEA,2025-05-02 20:00:00,2025-05-02 20:00:00,2025-05-02 22:00:00,0.0
KM LABOBAR,MAKASSAR,2025-05-02 22:00:00,2025-05-02 22:00:00,2025-05-03 01:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-05-02 23:00:00,2025-05-02 23:00:00,2025-05-03 02:00:00,0.0
KM JETLINER,WANCI,2025-05-03 06:00:00,2025-05-03 06:00:00,2025-05-03 08:00:00,0.0
KM WILIS,WAIKELO,2025-05-03 06:00:00,2025-05-03 06:00:00,2025-05-03 07:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-05-03 07:00:00,2025-05-03 07:00:00,2025-05-03 07:00:00,0.0
KM TATAMAILAU,TIDORE,2025-05-03 07:00:00,2025-05-03 07:00:00,2025-05-03 08:00:00,0.0
KM DOROLONDA,AMBON,2025-05-03 07:00:00,2025-05-03 07:00:00,2025-05-03 10:00:00,0.0
KM DOROLONDA,NAMLEA,2025-05-03 15:00:00,2025-05-03 15:00:00,2025-05-03 17:00:00,0.0
KM WILIS,BIMA,2025-05-03 18:00:00,2025-05-03 18:00:00,2025-05-03 20:00:00,0.0
KM TATAMAILAU,BITUNG,2025-05-03 21:00:00,2025-05-03 21:00:00,2025-05-03 21:00:00,0.0
KM JETLINER,KENDARI,2025-05-03 21:00:00,2025-05-03 21:00:00,2025-05-03 21:00:00,0.0
KM GUNUNG DEMPO,BAU-BAU,2025-05-03 22:00:00,2025-05-03 22:00:00,2025-05-04 00:00:00,0.0
KM LABOBAR,SURABAYA,2025-05-04 05:00:00,2025-05-04 05:00:00,2025-05-04 08:00:00,0.0
KM WILIS,LABUAN BAJO,2025-05-04 05:00:00,2025-05-04 05:00:00,2025-05-04 06:00:00,0.0
KM GUNUNG DEMPO,MAKASSAR,2025-05-04 15:00:00,2025-05-04 15:00:00,2025-05-04 18:00:00,0.0
KM DOROLONDA,BAU-BAU,2025-05-04 16:00:00,2025-05-04 16:00:00,2025-05-04 18:00:00,0.0
KM WILIS,MAKASSAR,2025-05-05 06:00:00,2025-05-05 06:00:00,2025-05-05 09:00:00,0.0
KM DOROLONDA,MAKASSAR,2025-05-05 08:00:00,2025-05-05 09:00:00,2025-05-05 12:00:00,1.0
KM LABOBAR,TANJUNG PRIOK,2025-05-05 09:00:00,2025-05-05 09:00:00,2025-05-05 09:00:00,0.0
KM GUNUNG DEMPO,SURABAYA,2025-05-05 20:00:00,2025-05-05 20:00:00,2025-05-05 22:00:00,0.0
KM DOROLONDA,SURABAYA,2025-05-06 14:00:00,2025-05-06 14:00:00,2025-05-06 14:00:00,0.0
KM WILIS,BATULICIN,2025-05-06 15:00:00,2025-05-06 15:00:00,2025-05-06 15:00:00,0.0
KM GUNUNG DEMPO,TANJUNG PRIOK,2025-05-06 23:00:00,2025-05-06 23:00:00,2025-05-06 23:00:00,0.0
